Traffic_ID,Date,Time,Time_24Hr,Hour,Day_Of_Week,Is_Weekend,Is_Peak_Hour,Day_Part,Car_Count,Bike_Count,Bus_Count,Truck_Count,Total_Vehicles,PCU_Score,Congestion_Index,Heavy_Vehicle_Ratio,Bus_To_Car_Ratio,Traffic_Situation,Day_Type,Rush_Hour_Category,Commercial_Vehicle_Share,Car_Volume_Percentage
2375,25,5:30:00 PM,17:30:00,17,Wednesday,0,1,Evening,137,23,28,7,195,253.5,1.51,0.1795,0.2029,heavy,Weekday,Evening Rush (4-7 PM),0.1795,70.26
2376,25,5:45:00 PM,17:45:00,17,Wednesday,0,1,Evening,117,10,27,8,162,227.0,1.35,0.216,0.2288,high,Weekday,Evening Rush (4-7 PM),0.216,72.22
2377,25,6:00:00 PM,18:00:00,18,Wednesday,0,1,Evening,100,16,37,7,160,240.0,1.43,0.275,0.3663,high,Weekday,Evening Rush (4-7 PM),0.275,62.5
2378,25,6:15:00 PM,18:15:00,18,Wednesday,0,1,Evening,148,11,42,8,209,303.5,1.81,0.2392,0.2819,heavy,Weekday,Evening Rush (4-7 PM),0.2392,70.81
2379,25,6:30:00 PM,18:30:00,18,Wednesday,0,1,Evening,148,27,39,6,220,296.5,1.77,0.2045,0.2617,heavy,Weekday,Evening Rush (4-7 PM),0.2045,67.27
2380,25,6:45:00 PM,18:45:00,18,Wednesday,0,1,Evening,65,18,20,21,124,197.0,1.17,0.3306,0.303,high,Weekday,Evening Rush (4-7 PM),0.3306,52.42
2381,25,7:00:00 PM,19:00:00,19,Wednesday,0,0,Evening,75,9,14,6,104,139.5,0.83,0.1923,0.1842,low,Weekday,Evening Rush (4-7 PM),0.1923,72.12
2382,25,7:15:00 PM,19:15:00,19,Wednesday,0,0,Evening,85,15,20,29,149,239.5,1.43,0.3289,0.2326,high,Weekday,Evening Rush (4-7 PM),0.3289,57.05
2383,25,7:30:00 PM,19:30:00,19,Wednesday,0,0,Evening,57,21,20,18,116,181.5,1.08,0.3276,0.3448,normal,Weekday,Evening Rush (4-7 PM),0.3276,49.14
2384,25,7:45:00 PM,19:45:00,19,Wednesday,0,0,Evening,50,7,13,30,100,182.5,1.09,0.43,0.2549,normal,Weekday,Evening Rush (4-7 PM),0.43,50.0
2385,25,8:00:00 PM,20:00:00,20,Wednesday,0,0,Evening,87,21,14,34,156,241.5,1.44,0.3077,0.1591,high,Weekday,Night Freight (8-11 PM),0.3077,55.77
2386,25,8:15:00 PM,20:15:00,20,Wednesday,0,0,Evening,64,24,11,6,105,127.0,0.76,0.1619,0.1692,low,Weekday,Night Freight (8-11 PM),0.1619,60.95
2387,25,8:30:00 PM,20:30:00,20,Wednesday,0,0,Evening,76,6,18,14,114,175.0,1.04,0.2807,0.2338,normal,Weekday,Night Freight (8-11 PM),0.2807,66.67
2388,25,8:45:00 PM,20:45:00,20,Wednesday,0,0,Evening,69,11,12,8,100,134.5,0.8,0.2,0.1714,low,Weekday,Night Freight (8-11 PM),0.2,69.0
2389,25,9:00:00 PM,21:00:00,21,Wednesday,0,0,Evening,76,9,17,14,116,173.5,1.03,0.2672,0.2208,normal,Weekday,Night Freight (8-11 PM),0.2672,65.52
2390,25,9:15:00 PM,21:15:00,21,Wednesday,0,0,Evening,94,8,15,5,122,158.0,0.94,0.1639,0.1579,normal,Weekday,Night Freight (8-11 PM),0.1639,77.05
2391,25,9:30:00 PM,21:30:00,21,Wednesday,0,0,Evening,104,10,16,33,163,256.0,1.52,0.3006,0.1524,high,Weekday,Night Freight (8-11 PM),0.3006,63.8
2392,25,9:45:00 PM,21:45:00,21,Wednesday,0,0,Evening,98,13,13,33,157,242.5,1.44,0.293,0.1313,high,Weekday,Night Freight (8-11 PM),0.293,62.42
2393,25,10:00:00 PM,22:00:00,22,Wednesday,0,0,Night,13,5,0,18,36,69.5,0.41,0.5,0.0,normal,Weekday,Night Freight (8-11 PM),0.5,36.11
2394,25,10:15:00 PM,22:15:00,22,Wednesday,0,0,Night,17,1,0,11,29,50.5,0.3,0.3793,0.0,low,Weekday,Night Freight (8-11 PM),0.3793,58.62
2395,25,10:30:00 PM,22:30:00,22,Wednesday,0,0,Night,18,2,1,34,55,124.0,0.74,0.6364,0.0526,normal,Weekday,Night Freight (8-11 PM),0.6364,32.73
2396,25,10:45:00 PM,22:45:00,22,Wednesday,0,0,Night,11,1,0,35,47,116.5,0.69,0.7447,0.0,normal,Weekday,Night Freight (8-11 PM),0.7447,23.4
2397,25,11:00:00 PM,23:00:00,23,Wednesday,0,0,Night,17,4,0,11,32,52.0,0.31,0.3438,0.0,low,Weekday,Night Freight (8-11 PM),0.3437,53.12
2398,25,11:15:00 PM,23:15:00,23,Wednesday,0,0,Night,17,1,1,23,42,89.5,0.53,0.5714,0.0556,normal,Weekday,Night Freight (8-11 PM),0.5714,40.48
2399,25,11:30:00 PM,23:30:00,23,Wednesday,0,0,Night,17,2,0,23,42,87.0,0.52,0.5476,0.0,normal,Weekday,Night Freight (8-11 PM),0.5476,40.48
2400,25,11:45:00 PM,23:45:00,23,Wednesday,0,0,Night,16,4,1,30,51,111.0,0.66,0.6078,0.0588,normal,Weekday,Night Freight (8-11 PM),0.6078,31.37
2401,26,12:00:00 AM,00:00:00,0,Thursday,0,0,Night,15,5,1,23,44,89.5,0.53,0.5455,0.0625,normal,Weekday,Off-Peak Hours,0.5455,34.09
2402,26,12:15:00 AM,00:15:00,0,Thursday,0,0,Night,18,0,0,31,49,111.0,0.66,0.6327,0.0,normal,Weekday,Off-Peak Hours,0.6327,36.73
2403,26,12:30:00 AM,00:30:00,0,Thursday,0,0,Night,10,1,0,17,28,61.5,0.37,0.6071,0.0,normal,Weekday,Off-Peak Hours,0.6071,35.71
2404,26,12:45:00 AM,00:45:00,0,Thursday,0,0,Night,13,2,0,32,47,110.0,0.65,0.6809,0.0,normal,Weekday,Off-Peak Hours,0.6809,27.66
2405,26,1:00:00 AM,01:00:00,1,Thursday,0,0,Night,16,1,0,38,55,130.5,0.78,0.6909,0.0,normal,Weekday,Off-Peak Hours,0.6909,29.09
2406,26,1:15:00 AM,01:15:00,1,Thursday,0,0,Night,11,4,0,32,47,109.0,0.65,0.6809,0.0,normal,Weekday,Off-Peak Hours,0.6809,23.4
2407,26,1:30:00 AM,01:30:00,1,Thursday,0,0,Night,12,2,0,26,40,91.0,0.54,0.65,0.0,normal,Weekday,Off-Peak Hours,0.65,30.0
2408,26,1:45:00 AM,01:45:00,1,Thursday,0,0,Night,14,2,1,14,31,60.0,0.36,0.4839,0.0667,normal,Weekday,Off-Peak Hours,0.4839,45.16
2409,26,2:00:00 AM,02:00:00,2,Thursday,0,0,Night,18,2,0,37,57,130.0,0.77,0.6491,0.0,normal,Weekday,Off-Peak Hours,0.6491,31.58
2410,26,2:15:00 AM,02:15:00,2,Thursday,0,0,Night,17,1,1,22,41,86.5,0.51,0.561,0.0556,normal,Weekday,Off-Peak Hours,0.561,41.46
2411,26,2:30:00 AM,02:30:00,2,Thursday,0,0,Night,12,3,0,29,44,100.5,0.6,0.6591,0.0,normal,Weekday,Off-Peak Hours,0.6591,27.27
2412,26,2:45:00 AM,02:45:00,2,Thursday,0,0,Night,20,5,0,30,55,112.5,0.67,0.5455,0.0,normal,Weekday,Off-Peak Hours,0.5455,36.36
2413,26,3:00:00 AM,03:00:00,3,Thursday,0,0,Night,17,5,1,19,42,79.5,0.47,0.4762,0.0556,normal,Weekday,Off-Peak Hours,0.4762,40.48
2414,26,3:15:00 AM,03:15:00,3,Thursday,0,0,Night,12,0,1,33,46,114.0,0.68,0.7391,0.0769,normal,Weekday,Off-Peak Hours,0.7391,26.09
2415,26,3:30:00 AM,03:30:00,3,Thursday,0,0,Night,19,1,0,20,40,79.5,0.47,0.5,0.0,normal,Weekday,Off-Peak Hours,0.5,47.5
2416,26,3:45:00 AM,03:45:00,3,Thursday,0,0,Night,11,4,1,38,54,130.0,0.77,0.7222,0.0833,normal,Weekday,Off-Peak Hours,0.7222,20.37
2417,26,4:00:00 AM,04:00:00,4,Thursday,0,0,Night,14,5,0,39,58,133.5,0.79,0.6724,0.0,normal,Weekday,Off-Peak Hours,0.6724,24.14
2418,26,4:15:00 AM,04:15:00,4,Thursday,0,0,Night,102,20,4,12,138,160.0,0.95,0.1159,0.0388,normal,Weekday,Off-Peak Hours,0.1159,73.91
2419,26,4:30:00 AM,04:30:00,4,Thursday,0,0,Night,92,4,6,18,120,166.0,0.99,0.2,0.0645,normal,Weekday,Off-Peak Hours,0.2,76.67
2420,26,4:45:00 AM,04:45:00,4,Thursday,0,0,Night,54,14,10,16,94,139.0,0.83,0.2766,0.1818,normal,Weekday,Off-Peak Hours,0.2766,57.45
2421,26,5:00:00 AM,05:00:00,5,Thursday,0,0,Morning,55,15,1,10,81,95.5,0.57,0.1358,0.0179,low,Weekday,Off-Peak Hours,0.1358,67.9
2422,26,5:15:00 AM,05:15:00,5,Thursday,0,0,Morning,64,27,5,5,101,107.5,0.64,0.099,0.0769,low,Weekday,Off-Peak Hours,0.099,63.37
2423,26,5:30:00 AM,05:30:00,5,Thursday,0,0,Morning,52,13,5,15,85,118.5,0.71,0.2353,0.0943,normal,Weekday,Off-Peak Hours,0.2353,61.18
2424,26,5:45:00 AM,05:45:00,5,Thursday,0,0,Morning,73,11,4,3,91,99.5,0.59,0.0769,0.0541,low,Weekday,Off-Peak Hours,0.0769,80.22
2425,26,6:00:00 AM,06:00:00,6,Thursday,0,1,Morning,106,27,45,5,183,269.5,1.6,0.2732,0.4206,heavy,Weekday,Off-Peak Hours,0.2732,57.92
2426,26,6:15:00 AM,06:15:00,6,Thursday,0,1,Morning,145,21,40,5,211,290.5,1.73,0.2133,0.274,heavy,Weekday,Off-Peak Hours,0.2133,68.72
2427,26,6:30:00 AM,06:30:00,6,Thursday,0,1,Morning,133,19,28,5,185,241.5,1.44,0.1784,0.209,heavy,Weekday,Off-Peak Hours,0.1784,71.89
2428,26,6:45:00 AM,06:45:00,6,Thursday,0,1,Morning,117,31,49,0,197,279.5,1.66,0.2487,0.4153,heavy,Weekday,Off-Peak Hours,0.2487,59.39
2429,26,7:00:00 AM,07:00:00,7,Thursday,0,1,Morning,146,17,34,0,197,256.5,1.53,0.1726,0.2313,heavy,Weekday,Morning Rush (7-10 AM),0.1726,74.11
2430,26,7:15:00 AM,07:15:00,7,Thursday,0,1,Morning,101,35,42,3,181,253.5,1.51,0.2486,0.4118,heavy,Weekday,Morning Rush (7-10 AM),0.2486,55.8
2431,26,7:30:00 AM,07:30:00,7,Thursday,0,1,Morning,103,28,32,1,164,216.0,1.29,0.2012,0.3077,high,Weekday,Morning Rush (7-10 AM),0.2012,62.8
2432,26,7:45:00 AM,07:45:00,7,Thursday,0,1,Morning,150,10,26,0,186,233.0,1.39,0.1398,0.1722,heavy,Weekday,Morning Rush (7-10 AM),0.1398,80.65
2433,26,8:00:00 AM,08:00:00,8,Thursday,0,1,Morning,135,23,48,0,206,290.5,1.73,0.233,0.3529,heavy,Weekday,Morning Rush (7-10 AM),0.233,65.53
2434,26,8:15:00 AM,08:15:00,8,Thursday,0,1,Morning,104,10,48,2,164,259.0,1.54,0.3049,0.4571,high,Weekday,Morning Rush (7-10 AM),0.3049,63.41
2435,26,8:30:00 AM,08:30:00,8,Thursday,0,1,Morning,144,39,50,1,234,316.5,1.88,0.2179,0.3448,heavy,Weekday,Morning Rush (7-10 AM),0.2179,61.54
2436,26,8:45:00 AM,08:45:00,8,Thursday,0,1,Morning,132,10,49,0,191,284.0,1.69,0.2565,0.3684,heavy,Weekday,Morning Rush (7-10 AM),0.2565,69.11
2437,26,9:00:00 AM,09:00:00,9,Thursday,0,0,Morning,142,19,31,1,193,247.5,1.47,0.1658,0.2168,heavy,Weekday,Morning Rush (7-10 AM),0.1658,73.58
2438,26,9:15:00 AM,09:15:00,9,Thursday,0,0,Morning,45,4,30,29,108,224.0,1.33,0.5463,0.6522,normal,Weekday,Morning Rush (7-10 AM),0.5463,41.67
2439,26,9:30:00 AM,09:30:00,9,Thursday,0,0,Morning,27,24,10,5,66,84.0,0.5,0.2273,0.3571,low,Weekday,Morning Rush (7-10 AM),0.2273,40.91
2440,26,9:45:00 AM,09:45:00,9,Thursday,0,0,Morning,85,3,14,16,118,176.5,1.05,0.2542,0.1628,normal,Weekday,Morning Rush (7-10 AM),0.2542,72.03
2441,26,10:00:00 AM,10:00:00,10,Thursday,0,0,Morning,84,11,27,26,148,248.5,1.48,0.3581,0.3176,high,Weekday,Morning Rush (7-10 AM),0.3581,56.76
2442,26,10:15:00 AM,10:15:00,10,Thursday,0,0,Morning,90,4,10,20,124,182.0,1.08,0.2419,0.1099,normal,Weekday,Morning Rush (7-10 AM),0.2419,72.58
2443,26,10:30:00 AM,10:30:00,10,Thursday,0,0,Morning,13,19,39,12,83,175.5,1.04,0.6145,2.7857,normal,Weekday,Morning Rush (7-10 AM),0.6145,15.66
2444,26,10:45:00 AM,10:45:00,10,Thursday,0,0,Morning,11,1,37,9,58,149.5,0.89,0.7931,3.0833,normal,Weekday,Morning Rush (7-10 AM),0.7931,18.97
2445,26,11:00:00 AM,11:00:00,11,Thursday,0,0,Morning,57,10,4,27,98,155.0,0.92,0.3163,0.069,normal,Weekday,Off-Peak Hours,0.3163,58.16
2446,26,11:15:00 AM,11:15:00,11,Thursday,0,0,Morning,52,10,9,23,94,153.0,0.91,0.3404,0.1698,normal,Weekday,Off-Peak Hours,0.3404,55.32
2447,26,11:30:00 AM,11:30:00,11,Thursday,0,0,Morning,38,7,13,21,79,143.5,0.85,0.4304,0.3333,normal,Weekday,Off-Peak Hours,0.4304,48.1
2448,26,11:45:00 AM,11:45:00,11,Thursday,0,0,Morning,35,7,15,24,81,155.5,0.93,0.4815,0.4167,normal,Weekday,Off-Peak Hours,0.4815,43.21
2449,26,12:00:00 PM,12:00:00,12,Thursday,0,0,Afternoon,60,10,12,21,103,164.0,0.98,0.3204,0.1967,normal,Weekday,Off-Peak Hours,0.3204,58.25
2450,26,12:15:00 PM,12:15:00,12,Thursday,0,0,Afternoon,70,10,3,30,113,174.0,1.04,0.292,0.0423,high,Weekday,Off-Peak Hours,0.292,61.95
2451,26,12:30:00 PM,12:30:00,12,Thursday,0,0,Afternoon,34,8,6,30,78,146.0,0.87,0.4615,0.1714,normal,Weekday,Off-Peak Hours,0.4615,43.59
2452,26,12:45:00 PM,12:45:00,12,Thursday,0,0,Afternoon,44,6,4,27,81,140.0,0.83,0.3827,0.0889,normal,Weekday,Off-Peak Hours,0.3827,54.32
2453,26,1:00:00 PM,13:00:00,13,Thursday,0,0,Afternoon,21,5,4,25,55,110.5,0.66,0.5273,0.1818,normal,Weekday,Off-Peak Hours,0.5273,38.18
2454,26,1:15:00 PM,13:15:00,13,Thursday,0,0,Afternoon,106,10,11,11,138,177.0,1.05,0.1594,0.1028,normal,Weekday,Off-Peak Hours,0.1594,76.81
2455,26,1:30:00 PM,13:30:00,13,Thursday,0,0,Afternoon,82,30,32,10,154,223.0,1.33,0.2727,0.3855,high,Weekday,Off-Peak Hours,0.2727,53.25
2456,26,1:45:00 PM,13:45:00,13,Thursday,0,0,Afternoon,57,12,9,17,95,141.0,0.84,0.2737,0.1552,normal,Weekday,Off-Peak Hours,0.2737,60.0
2457,26,2:00:00 PM,14:00:00,14,Thursday,0,0,Afternoon,60,18,21,10,109,162.0,0.96,0.2844,0.3443,normal,Weekday,Off-Peak Hours,0.2844,55.05
2458,26,2:15:00 PM,14:15:00,14,Thursday,0,0,Afternoon,79,17,34,8,138,213.5,1.27,0.3043,0.425,high,Weekday,Off-Peak Hours,0.3043,57.25
2459,26,2:30:00 PM,14:30:00,14,Thursday,0,0,Afternoon,78,29,22,13,142,197.5,1.18,0.2465,0.2785,normal,Weekday,Off-Peak Hours,0.2465,54.93
2460,26,2:45:00 PM,14:45:00,14,Thursday,0,0,Afternoon,69,14,32,18,133,226.0,1.35,0.3759,0.4571,high,Weekday,Off-Peak Hours,0.3759,51.88
2461,26,3:00:00 PM,15:00:00,15,Thursday,0,0,Afternoon,84,25,5,9,123,138.5,0.82,0.1138,0.0588,normal,Weekday,Off-Peak Hours,0.1138,68.29
2462,26,3:15:00 PM,15:15:00,15,Thursday,0,0,Afternoon,62,11,28,5,106,166.5,0.99,0.3113,0.4444,normal,Weekday,Off-Peak Hours,0.3113,58.49
2463,26,3:30:00 PM,15:30:00,15,Thursday,0,0,Afternoon,33,17,22,18,90,161.5,0.96,0.4444,0.6471,normal,Weekday,Off-Peak Hours,0.4444,36.67
2464,26,3:45:00 PM,15:45:00,15,Thursday,0,0,Afternoon,14,21,23,6,64,111.5,0.66,0.4531,1.5333,normal,Weekday,Off-Peak Hours,0.4531,21.87
2465,26,4:00:00 PM,16:00:00,16,Thursday,0,1,Afternoon,127,27,40,5,199,275.5,1.64,0.2261,0.3125,heavy,Weekday,Evening Rush (4-7 PM),0.2261,63.82
2466,26,4:15:00 PM,16:15:00,16,Thursday,0,1,Afternoon,136,10,27,7,180,243.0,1.45,0.1889,0.1971,heavy,Weekday,Evening Rush (4-7 PM),0.1889,75.56
2467,26,4:30:00 PM,16:30:00,16,Thursday,0,1,Afternoon,148,14,37,9,208,293.0,1.74,0.2212,0.2483,heavy,Weekday,Evening Rush (4-7 PM),0.2212,71.15
2468,26,4:45:00 PM,16:45:00,16,Thursday,0,1,Afternoon,122,16,28,6,172,232.0,1.38,0.1977,0.2276,heavy,Weekday,Evening Rush (4-7 PM),0.1977,70.93
2469,26,5:00:00 PM,17:00:00,17,Thursday,0,1,Evening,132,12,45,9,198,300.0,1.79,0.2727,0.3383,heavy,Weekday,Evening Rush (4-7 PM),0.2727,66.67
2470,26,5:15:00 PM,17:15:00,17,Thursday,0,1,Evening,136,29,29,10,204,267.5,1.59,0.1912,0.2117,heavy,Weekday,Evening Rush (4-7 PM),0.1912,66.67
2471,26,5:30:00 PM,17:30:00,17,Thursday,0,1,Evening,103,33,48,10,194,293.5,1.75,0.299,0.4615,heavy,Weekday,Evening Rush (4-7 PM),0.299,53.09
2472,26,5:45:00 PM,17:45:00,17,Thursday,0,1,Evening,132,37,23,10,202,249.5,1.49,0.1634,0.1729,heavy,Weekday,Evening Rush (4-7 PM),0.1634,65.35
2473,26,6:00:00 PM,18:00:00,18,Thursday,0,1,Evening,136,39,39,6,220,290.5,1.73,0.2045,0.2847,heavy,Weekday,Evening Rush (4-7 PM),0.2045,61.82
2474,26,6:15:00 PM,18:15:00,18,Thursday,0,1,Evening,120,24,36,5,185,255.0,1.52,0.2216,0.2975,heavy,Weekday,Evening Rush (4-7 PM),0.2216,64.86
2475,26,6:30:00 PM,18:30:00,18,Thursday,0,1,Evening,126,34,38,9,207,284.0,1.69,0.2271,0.2992,heavy,Weekday,Evening Rush (4-7 PM),0.2271,60.87
2476,26,6:45:00 PM,18:45:00,18,Thursday,0,1,Evening,80,22,14,18,134,187.0,1.11,0.2388,0.1728,normal,Weekday,Evening Rush (4-7 PM),0.2388,59.7
2477,26,7:00:00 PM,19:00:00,19,Thursday,0,0,Evening,99,9,15,29,152,235.5,1.4,0.2895,0.15,high,Weekday,Evening Rush (4-7 PM),0.2895,65.13
2478,26,7:15:00 PM,19:15:00,19,Thursday,0,0,Evening,81,21,19,7,128,169.5,1.01,0.2031,0.2317,normal,Weekday,Evening Rush (4-7 PM),0.2031,63.28
2479,26,7:30:00 PM,19:30:00,19,Thursday,0,0,Evening,87,9,16,26,138,217.5,1.29,0.3043,0.1818,high,Weekday,Evening Rush (4-7 PM),0.3043,63.04
2480,26,7:45:00 PM,19:45:00,19,Thursday,0,0,Evening,80,17,13,30,140,217.5,1.29,0.3071,0.1605,high,Weekday,Evening Rush (4-7 PM),0.3071,57.14
2481,26,8:00:00 PM,20:00:00,20,Thursday,0,0,Evening,91,18,18,9,136,181.0,1.08,0.1985,0.1957,normal,Weekday,Night Freight (8-11 PM),0.1985,66.91
2482,26,8:15:00 PM,20:15:00,20,Thursday,0,0,Evening,90,19,15,13,137,183.5,1.09,0.2044,0.1648,normal,Weekday,Night Freight (8-11 PM),0.2044,65.69
2483,26,8:30:00 PM,20:30:00,20,Thursday,0,0,Evening,107,19,10,23,159,215.5,1.28,0.2075,0.0926,high,Weekday,Night Freight (8-11 PM),0.2075,67.3
2484,26,8:45:00 PM,20:45:00,20,Thursday,0,0,Evening,98,11,14,27,150,226.5,1.35,0.2733,0.1414,high,Weekday,Night Freight (8-11 PM),0.2733,65.33
2485,26,9:00:00 PM,21:00:00,21,Thursday,0,0,Evening,98,18,20,22,158,233.0,1.39,0.2658,0.202,high,Weekday,Night Freight (8-11 PM),0.2658,62.03
2486,26,9:15:00 PM,21:15:00,21,Thursday,0,0,Evening,102,5,12,17,136,191.5,1.14,0.2132,0.1165,normal,Weekday,Night Freight (8-11 PM),0.2132,75.0
2487,26,9:30:00 PM,21:30:00,21,Thursday,0,0,Evening,62,13,16,28,119,200.5,1.19,0.3697,0.254,high,Weekday,Night Freight (8-11 PM),0.3697,52.1
2488,26,9:45:00 PM,21:45:00,21,Thursday,0,0,Evening,101,15,12,35,163,249.5,1.49,0.2883,0.1176,high,Weekday,Night Freight (8-11 PM),0.2883,61.96
2489,26,10:00:00 PM,22:00:00,22,Thursday,0,0,Night,17,5,1,16,39,70.5,0.42,0.4359,0.0556,normal,Weekday,Night Freight (8-11 PM),0.4359,43.59
2490,26,10:15:00 PM,22:15:00,22,Thursday,0,0,Night,10,4,1,37,52,126.0,0.75,0.7308,0.0909,normal,Weekday,Night Freight (8-11 PM),0.7308,19.23
2491,26,10:30:00 PM,22:30:00,22,Thursday,0,0,Night,16,4,0,35,55,123.0,0.73,0.6364,0.0,normal,Weekday,Night Freight (8-11 PM),0.6364,29.09
2492,26,10:45:00 PM,22:45:00,22,Thursday,0,0,Night,17,2,0,17,36,69.0,0.41,0.4722,0.0,normal,Weekday,Night Freight (8-11 PM),0.4722,47.22
2493,26,11:00:00 PM,23:00:00,23,Thursday,0,0,Night,17,0,0,27,44,98.0,0.58,0.6136,0.0,normal,Weekday,Night Freight (8-11 PM),0.6136,38.64
2494,26,11:15:00 PM,23:15:00,23,Thursday,0,0,Night,17,4,1,25,47,97.0,0.58,0.5532,0.0556,normal,Weekday,Night Freight (8-11 PM),0.5532,36.17
2495,26,11:30:00 PM,23:30:00,23,Thursday,0,0,Night,15,2,0,15,32,61.0,0.36,0.4688,0.0,normal,Weekday,Night Freight (8-11 PM),0.4687,46.87
2496,26,11:45:00 PM,23:45:00,23,Thursday,0,0,Night,20,0,1,12,33,59.0,0.35,0.3939,0.0476,low,Weekday,Night Freight (8-11 PM),0.3939,60.61
2497,27,12:00:00 AM,00:00:00,0,Friday,0,0,Night,16,3,0,28,47,101.5,0.6,0.5957,0.0,normal,Weekday,Off-Peak Hours,0.5957,34.04
2498,27,12:15:00 AM,00:15:00,0,Friday,0,0,Night,13,2,1,28,44,101.0,0.6,0.6591,0.0714,normal,Weekday,Off-Peak Hours,0.6591,29.55
2499,27,12:30:00 AM,00:30:00,0,Friday,0,0,Night,15,5,0,26,46,95.5,0.57,0.5652,0.0,normal,Weekday,Off-Peak Hours,0.5652,32.61
2500,27,12:45:00 AM,00:45:00,0,Friday,0,0,Night,15,2,1,16,34,67.0,0.4,0.5,0.0625,normal,Weekday,Off-Peak Hours,0.5,44.12
2501,27,1:00:00 AM,01:00:00,1,Friday,0,0,Night,12,3,0,26,41,91.5,0.54,0.6341,0.0,normal,Weekday,Off-Peak Hours,0.6341,29.27
2502,27,1:15:00 AM,01:15:00,1,Friday,0,0,Night,15,5,0,27,47,98.5,0.59,0.5745,0.0,normal,Weekday,Off-Peak Hours,0.5745,31.91
2503,27,1:30:00 AM,01:30:00,1,Friday,0,0,Night,20,2,0,17,39,72.0,0.43,0.4359,0.0,normal,Weekday,Off-Peak Hours,0.4359,51.28
2504,27,1:45:00 AM,01:45:00,1,Friday,0,0,Night,12,2,0,16,30,61.0,0.36,0.5333,0.0,normal,Weekday,Off-Peak Hours,0.5333,40.0
2505,27,2:00:00 AM,02:00:00,2,Friday,0,0,Night,19,1,0,38,58,133.5,0.79,0.6552,0.0,normal,Weekday,Off-Peak Hours,0.6552,32.76
2506,27,2:15:00 AM,02:15:00,2,Friday,0,0,Night,16,1,1,32,50,115.5,0.69,0.66,0.0588,normal,Weekday,Off-Peak Hours,0.66,32.0
2507,27,2:30:00 AM,02:30:00,2,Friday,0,0,Night,12,0,0,11,23,45.0,0.27,0.4783,0.0,low,Weekday,Off-Peak Hours,0.4783,52.17
2508,27,2:45:00 AM,02:45:00,2,Friday,0,0,Night,16,5,1,29,51,108.5,0.65,0.5882,0.0588,normal,Weekday,Off-Peak Hours,0.5882,31.37
2509,27,3:00:00 AM,03:00:00,3,Friday,0,0,Night,19,5,1,18,43,78.5,0.47,0.4419,0.05,normal,Weekday,Off-Peak Hours,0.4419,44.19
2510,27,3:15:00 AM,03:15:00,3,Friday,0,0,Night,11,0,0,15,26,56.0,0.33,0.5769,0.0,normal,Weekday,Off-Peak Hours,0.5769,42.31
2511,27,3:30:00 AM,03:30:00,3,Friday,0,0,Night,15,4,1,17,37,71.0,0.42,0.4865,0.0625,normal,Weekday,Off-Peak Hours,0.4865,40.54
2512,27,3:45:00 AM,03:45:00,3,Friday,0,0,Night,20,1,0,23,44,89.5,0.53,0.5227,0.0,normal,Weekday,Off-Peak Hours,0.5227,45.45
2513,27,4:00:00 AM,04:00:00,4,Friday,0,0,Night,10,4,0,36,50,120.0,0.71,0.72,0.0,normal,Weekday,Off-Peak Hours,0.72,20.0
2514,27,4:15:00 AM,04:15:00,4,Friday,0,0,Night,39,14,0,15,68,91.0,0.54,0.2206,0.0,normal,Weekday,Off-Peak Hours,0.2206,57.35
2515,27,4:30:00 AM,04:30:00,4,Friday,0,0,Night,33,7,3,10,53,75.5,0.45,0.2453,0.0882,low,Weekday,Off-Peak Hours,0.2453,62.26
2516,27,4:45:00 AM,04:45:00,4,Friday,0,0,Night,77,8,7,15,107,147.0,0.88,0.2056,0.0897,normal,Weekday,Off-Peak Hours,0.2056,71.96
2517,27,5:00:00 AM,05:00:00,5,Friday,0,0,Morning,80,18,6,11,115,140.0,0.83,0.1478,0.0741,normal,Weekday,Off-Peak Hours,0.1478,69.57
2518,27,5:15:00 AM,05:15:00,5,Friday,0,0,Morning,53,11,7,15,86,124.5,0.74,0.2558,0.1296,normal,Weekday,Off-Peak Hours,0.2558,61.63
2519,27,5:30:00 AM,05:30:00,5,Friday,0,0,Morning,73,17,6,13,109,138.5,0.82,0.1743,0.0811,normal,Weekday,Off-Peak Hours,0.1743,66.97
2520,27,5:45:00 AM,05:45:00,5,Friday,0,0,Morning,77,20,4,13,114,138.0,0.82,0.1491,0.0513,normal,Weekday,Off-Peak Hours,0.1491,67.54
2521,27,6:00:00 AM,06:00:00,6,Friday,0,1,Morning,76,14,1,12,103,122.0,0.73,0.1262,0.013,low,Weekday,Off-Peak Hours,0.1262,73.79
2522,27,6:15:00 AM,06:15:00,6,Friday,0,1,Morning,58,14,0,15,87,110.0,0.65,0.1724,0.0,normal,Weekday,Off-Peak Hours,0.1724,66.67
2523,27,6:30:00 AM,06:30:00,6,Friday,0,1,Morning,57,18,7,13,95,126.0,0.75,0.2105,0.1207,normal,Weekday,Off-Peak Hours,0.2105,60.0
2524,27,6:45:00 AM,06:45:00,6,Friday,0,1,Morning,80,16,0,10,106,118.0,0.7,0.0943,0.0,low,Weekday,Off-Peak Hours,0.0943,75.47
2525,27,7:00:00 AM,07:00:00,7,Friday,0,1,Morning,38,7,1,13,59,83.5,0.5,0.2373,0.0256,normal,Weekday,Morning Rush (7-10 AM),0.2373,64.41
